,Source,DeviceId,t_nano,t_sec,MemKind,Bytes,MegaBytes,OpType
140,zfp_rate8_4gpu_10iter-each.json,0,8531721480,8.53172148,1,100000000,95.367431640625,allocation
141,zfp_rate8_4gpu_10iter-each.json,0,8556430072,8.556430072000001,2,100000000,95.367431640625,allocation
142,zfp_rate8_4gpu_10iter-each.json,0,8564698895,8.564698895000001,2,25000024,23.841880798339844,allocation
143,zfp_rate8_4gpu_10iter-each.json,0,8564970873,8.564970873,2,100000000,95.367431640625,allocation
144,zfp_rate8_4gpu_10iter-each.json,0,8565796396,8.565796396,2,-100000000,-95.367431640625,deallocation
145,zfp_rate8_4gpu_10iter-each.json,0,8566921693,8.566921693000001,1,-100000000,-95.367431640625,deallocation
146,zfp_rate8_4gpu_10iter-each.json,0,8583880445,8.583880445,2,-100000000,-95.367431640625,deallocation
147,zfp_rate8_4gpu_10iter-each.json,0,8584212334,8.584212334,2,-25000024,-23.841880798339844,deallocation
148,zfp_rate8_4gpu_10iter-each.json,1,8624735779,8.624735779,1,100000000,95.367431640625,allocation
149,zfp_rate8_4gpu_10iter-each.json,1,8649472173,8.649472173000001,2,100000000,95.367431640625,allocation
150,zfp_rate8_4gpu_10iter-each.json,1,8657736746,8.657736746000001,2,25000024,23.841880798339844,allocation
151,zfp_rate8_4gpu_10iter-each.json,1,8658015245,8.658015245000001,2,100000000,95.367431640625,allocation
152,zfp_rate8_4gpu_10iter-each.json,1,8658835290,8.65883529,2,-100000000,-95.367431640625,deallocation
153,zfp_rate8_4gpu_10iter-each.json,1,8659953537,8.659953537,1,-100000000,-95.367431640625,deallocation
154,zfp_rate8_4gpu_10iter-each.json,1,8676814816,8.676814816,2,-100000000,-95.367431640625,deallocation
155,zfp_rate8_4gpu_10iter-each.json,1,8677142293,8.677142293000001,2,-25000024,-23.841880798339844,deallocation
156,zfp_rate8_4gpu_10iter-each.json,2,8717304237,8.717304237,1,100000000,95.367431640625,allocation
157,zfp_rate8_4gpu_10iter-each.json,2,8741960925,8.741960925,2,100000000,95.367431640625,allocation
158,zfp_rate8_4gpu_10iter-each.json,2,8750232929,8.750232929000001,2,25000024,23.841880798339844,allocation
159,zfp_rate8_4gpu_10iter-each.json,2,8750503884,8.750503884,2,100000000,95.367431640625,allocation
160,zfp_rate8_4gpu_10iter-each.json,2,8751330741,8.751330741,2,-100000000,-95.367431640625,deallocation
161,zfp_rate8_4gpu_10iter-each.json,2,8752440945,8.752440945,1,-100000000,-95.367431640625,deallocation
162,zfp_rate8_4gpu_10iter-each.json,2,8768963274,8.768963274,2,-100000000,-95.367431640625,deallocation
163,zfp_rate8_4gpu_10iter-each.json,2,8769295262,8.769295262,2,-25000024,-23.841880798339844,deallocation
164,zfp_rate8_4gpu_10iter-each.json,3,8809745131,8.809745131,1,100000000,95.367431640625,allocation
165,zfp_rate8_4gpu_10iter-each.json,3,8834512227,8.834512227000001,2,100000000,95.367431640625,allocation
166,zfp_rate8_4gpu_10iter-each.json,3,8842788150,8.84278815,2,25000024,23.841880798339844,allocation
167,zfp_rate8_4gpu_10iter-each.json,3,8843068687,8.843068687,2,100000000,95.367431640625,allocation
168,zfp_rate8_4gpu_10iter-each.json,3,8843887964,8.843887964,2,-100000000,-95.367431640625,deallocation
169,zfp_rate8_4gpu_10iter-each.json,3,8844978202,8.844978202,1,-100000000,-95.367431640625,deallocation
170,zfp_rate8_4gpu_10iter-each.json,3,8861794143,8.861794143000001,2,-100000000,-95.367431640625,deallocation
171,zfp_rate8_4gpu_10iter-each.json,3,8862136025,8.862136025,2,-25000024,-23.841880798339844,deallocation
172,zfp_rate8_4gpu_10iter-each.json,0,8902919178,8.902919178000001,1,100000000,95.367431640625,allocation
173,zfp_rate8_4gpu_10iter-each.json,0,8927617253,8.927617253000001,2,100000000,95.367431640625,allocation
174,zfp_rate8_4gpu_10iter-each.json,0,8935888001,8.935888001,2,25000024,23.841880798339844,allocation
175,zfp_rate8_4gpu_10iter-each.json,0,8936166367,8.936166367,2,100000000,95.367431640625,allocation
176,zfp_rate8_4gpu_10iter-each.json,0,8936984042,8.936984042,2,-100000000,-95.367431640625,deallocation
177,zfp_rate8_4gpu_10iter-each.json,0,8938112006,8.938112006,1,-100000000,-95.367431640625,deallocation
178,zfp_rate8_4gpu_10iter-each.json,0,8954852721,8.954852721,2,-100000000,-95.367431640625,deallocation
179,zfp_rate8_4gpu_10iter-each.json,0,8955179126,8.955179126,2,-25000024,-23.841880798339844,deallocation
180,zfp_rate8_4gpu_10iter-each.json,1,8995605631,8.995605631,1,100000000,95.367431640625,allocation
181,zfp_rate8_4gpu_10iter-each.json,1,9020010974,9.020010974,2,100000000,95.367431640625,allocation
182,zfp_rate8_4gpu_10iter-each.json,1,9028314589,9.028314589,2,25000024,23.841880798339844,allocation
183,zfp_rate8_4gpu_10iter-each.json,1,9028591016,9.028591016,2,100000000,95.367431640625,allocation
184,zfp_rate8_4gpu_10iter-each.json,1,9029410293,9.029410293,2,-100000000,-95.367431640625,deallocation
185,zfp_rate8_4gpu_10iter-each.json,1,9030538218,9.030538218,1,-100000000,-95.367431640625,deallocation
186,zfp_rate8_4gpu_10iter-each.json,1,9047416668,9.047416668,2,-100000000,-95.367431640625,deallocation
187,zfp_rate8_4gpu_10iter-each.json,1,9047728690,9.047728690000001,2,-25000024,-23.841880798339844,deallocation
188,zfp_rate8_4gpu_10iter-each.json,2,9087974407,9.087974407,1,100000000,95.367431640625,allocation
189,zfp_rate8_4gpu_10iter-each.json,2,9112642702,9.112642702,2,100000000,95.367431640625,allocation
190,zfp_rate8_4gpu_10iter-each.json,2,9120947012,9.120947012,2,25000024,23.841880798339844,allocation
191,zfp_rate8_4gpu_10iter-each.json,2,9121230966,9.121230966,2,100000000,95.367431640625,allocation
192,zfp_rate8_4gpu_10iter-each.json,2,9122053636,9.122053636,2,-100000000,-95.367431640625,deallocation
193,zfp_rate8_4gpu_10iter-each.json,2,9123161539,9.123161539,1,-100000000,-95.367431640625,deallocation
194,zfp_rate8_4gpu_10iter-each.json,2,9142203166,9.142203166,2,-100000000,-95.367431640625,deallocation
195,zfp_rate8_4gpu_10iter-each.json,2,9142623787,9.142623787,2,-25000024,-23.841880798339844,deallocation
196,zfp_rate8_4gpu_10iter-each.json,3,9188241815,9.188241815000001,1,100000000,95.367431640625,allocation
197,zfp_rate8_4gpu_10iter-each.json,3,9217853735,9.217853735,2,100000000,95.367431640625,allocation
198,zfp_rate8_4gpu_10iter-each.json,3,9228441115,9.228441115,2,25000024,23.841880798339844,allocation
199,zfp_rate8_4gpu_10iter-each.json,3,9229551148,9.229551148,2,100000000,95.367431640625,allocation
