,EventName,Source,GlobalTid,Timestamp,EndTimestamp,SpentTime
285,CUSZ_DECOMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,19132685232,19137531119,4845887
286,CUSZ_COMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,19210291353,19216763554,6472201
287,CUSZ_DECOMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,19219017433,19223966229,4948796
288,CUSZ_COMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,19298035138,19304629263,6594125
289,CUSZ_DECOMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,19306932389,19311862616,4930227
290,CUSZ_COMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,19384196411,19390751690,6555279
291,CUSZ_DECOMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,19393001565,19397936522,4934957
292,CUSZ_COMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,19470360245,19476893539,6533294
293,CUSZ_DECOMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,19479149867,19483868404,4718537
294,CUSZ_COMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,19555651725,19562140736,6489011
295,CUSZ_DECOMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,19564395819,19569197784,4801965
296,CUSZ_COMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,19641517957,19648164788,6646831
297,CUSZ_DECOMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,19650483173,19655255187,4772014
298,CUSZ_COMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,19727464502,19734004324,6539822
299,CUSZ_DECOMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,19736263966,19741023532,4759566
300,CUSZ_COMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,19813119570,19819615271,6495701
301,CUSZ_DECOMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,19821876103,19826633373,4757270
302,CUSZ_COMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,19898689553,19905198193,6508640
303,CUSZ_DECOMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,19907492946,19912207420,4714474
304,CUSZ_COMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,19984565223,19991169363,6604140
305,CUSZ_DECOMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,19993450244,19998213948,4763704
306,CUSZ_COMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,20070494347,20077070537,6576190
307,CUSZ_DECOMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,20079330346,20084095038,4764692
308,CUSZ_COMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,20156491998,20163014220,6522222
309,CUSZ_DECOMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,20165304211,20170040621,4736410
310,CUSZ_COMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,20243528704,20250023797,6495093
311,CUSZ_DECOMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,20252299918,20257058810,4758892
312,CUSZ_COMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,20328780502,20335356186,6575684
313,CUSZ_DECOMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,20337650266,20342414302,4764036
314,CUSZ_COMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,20414326347,20420894418,6568071
315,CUSZ_DECOMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,20423185547,20427960864,4775317
316,CUSZ_COMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,20499584544,20506129557,6545013
317,CUSZ_DECOMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,20508394058,20513143268,4749210
318,CUSZ_COMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,20586034339,20592515172,6480833
319,CUSZ_DECOMPRESS,cusz_abs_4gpu_10iter-each.json,_281904926450715,20594791027,20599682356,4891329
